cause_code,0
05-05,-26.73
05-03,-18.83
05-00,12.81
01-01,9.7
05-08,6.29
02-04,5.87
04-09,4.4
05-99,2.12
00-02,1.96
05-04,-1.38
00-03,1.14
01-04,0.49
04-99,0.49
03-09,0.42
03-02,0.33
05-02,0.33
04-00,-0.2
02-03,-0.2
05-09,0.16
01-05,0.16
00-01,0.16
04-05,0.16
04-08,0.16
02-02,0.13
05-06,0.09
03-03,-0.04
