cause_code,0,1-4,5-9,10-14,15,16-49,50-64,65+
01-01-05,-0.25,-2.1,-0.71,1.18,0.0,0.93,0.57,1.19
03-99-00,0.0,0.77,0.61,0.0,4.76,0.44,0.18,0.07
01-00-00,-0.3,-1.21,0.0,-1.79,0.0,-0.64,-1.22,-0.88
03-03-02,0.0,0.15,0.61,1.18,0.0,1.58,1.45,0.98
01-01-02,-0.26,1.04,-0.41,-1.83,0.0,0.56,1.04,0.78
03-06-03,0.0,0.0,0.0,0.0,4.76,-0.4,-0.2,-0.53
03-08-00,0.23,1.95,1.64,-0.61,0.0,-0.26,-0.75,0.24
03-01-03,0.0,0.0,0.0,0.0,0.0,0.57,1.67,3.41
03-01-00,0.0,-0.35,-1.43,-1.79,0.0,-0.07,-0.45,-1.43
02-04-00,4.5,0.0,0.0,0.0,0.0,-1.0,0.0,0.0
01-01-06,0.73,1.52,0.61,1.18,0.0,0.17,0.39,-0.21
03-02-02,0.12,-0.58,0.52,1.18,-1.49,0.0,-0.73,-0.14
05-08-00,4.36,0.31,0.0,0.0,0.0,0.0,0.0,0.0
01-03-00,-0.15,-0.17,-0.71,-1.22,-1.49,-0.36,-0.49,0.0
03-06-02,0.0,0.0,0.0,0.0,0.0,-0.52,-1.44,-2.21
01-01-99,0.25,0.0,1.84,0.0,0.0,0.59,0.71,0.6
03-01-99,0.0,0.31,0.0,2.35,0.0,0.29,0.35,0.54
05-04-00,-1.7,-1.25,-0.82,0.0,0.0,0.0,0.0,0.0
04-09-00,3.5,-0.17,0.0,0.0,0.0,0.0,0.0,0.0
03-03-03,0.23,0.25,-0.3,1.18,0.0,0.15,-1.29,0.2
04-01-00,0.0,0.42,0.0,-0.61,0.0,-1.25,-0.71,-0.37
04-08-00,0.12,0.0,0.0,2.35,0.0,0.61,-0.2,-0.06
01-04-03,0.0,0.0,-0.71,0.0,0.0,-0.71,-0.93,-0.92
03-01-01,0.0,0.0,0.0,0.0,0.0,0.42,-0.12,-2.66
03-01-04,0.0,0.0,0.0,1.18,0.0,0.33,0.94,-0.72
00-03-00,1.0,0.15,0.0,0.0,0.0,0.15,0.0,1.74
04-02-00,0.0,-0.17,-0.91,0.56,0.0,-0.2,-0.49,-0.56
03-08-01,-0.15,-0.87,-1.43,0.0,0.0,-0.27,0.0,0.0
03-09-01,0.16,-0.16,1.04,0.56,0.0,0.06,0.35,0.1
03-05-01,0.0,0.0,0.0,0.56,0.0,0.09,-0.65,-0.9
04-06-00,0.0,0.0,0.0,0.0,0.0,0.44,1.71,0.05
03-04-99,0.0,0.62,0.0,0.0,0.0,0.0,0.35,1.2
03-07-00,0.0,-0.17,0.0,0.0,0.0,-0.27,-0.49,-0.97
03-06-07,0.0,0.0,0.0,0.0,0.0,0.37,0.71,0.8
04-07-00,0.12,-0.04,-0.2,1.18,0.0,0.15,0.18,0.0
01-01-03,0.0,0.62,1.23,0.0,0.0,0.0,0.0,0.0
03-08-99,0.0,0.46,0.0,1.18,0.0,0.0,0.18,0.0
05-99-00,1.62,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-06-04,0.0,0.0,0.0,0.0,0.0,0.86,-0.22,-0.52
03-02-01,0.0,0.15,0.0,0.0,0.0,0.07,0.64,0.69
00-01-00,0.25,0.31,0.61,0.0,0.0,0.15,0.18,0.0
03-03-01,0.0,0.0,0.0,0.0,0.0,0.75,0.04,0.56
03-02-00,0.25,-0.17,0.0,0.0,0.0,0.13,-0.24,-0.41
03-03-99,0.0,0.15,0.0,0.0,0.0,0.29,0.35,0.4
02-99-00,0.0,0.0,0.0,0.0,0.0,1.17,0.0,0.0
03-04-01,0.0,0.0,0.0,0.0,0.0,-0.11,-0.24,-0.77
03-07-99,0.0,0.0,0.0,0.0,0.0,0.0,0.18,0.8
02-03-00,-0.15,0.0,0.0,0.0,0.0,-0.73,0.0,0.0
01-07-00,0.0,-0.02,-0.71,0.0,0.0,0.0,0.0,-0.11
03-06-06,0.0,0.0,0.0,-0.61,0.0,0.0,0.0,0.07
05-06-00,-0.35,0.31,0.0,0.0,0.0,0.0,0.0,0.0
02-00-00,0.0,0.0,0.0,0.0,0.0,-0.45,0.0,0.0
02-01-00,0.0,0.0,0.0,0.0,0.0,-0.4,0.0,0.0
01-99-00,0.0,0.0,0.0,0.0,0.0,0.07,0.18,0.13
03-06-01,0.0,0.0,0.0,0.0,0.0,0.02,0.04,-0.26
03-09-00,0.0,0.0,0.0,0.0,0.0,-0.09,0.0,-0.22
00-04-00,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.07
03-06-05,0.0,0.0,0.0,0.0,0.0,-0.02,-0.14,-0.11
02-02-00,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0
05-02-00,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
03-05-00,0.0,0.0,0.0,0.0,0.0,0.07,0.0,-0.11
05-09-00,0.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0
02-05-00,0.0,0.0,0.0,0.0,0.0,-0.11,0.0,0.0
01-06-00,0.0,0.0,0.0,0.0,0.0,0.07,0.0,0.0
02-06-00,0.0,0.0,0.0,0.0,0.0,-0.02,0.0,0.0
