cause_code,level3_name,total,0,1-4,5-9,10-14,15-24,25-44,45-64,65+
01-04-02,Communicable disease: TB/AIDS: AIDS,768,19,48,10,4,34,372,232,49
01-01-04,Communicable disease: Acute febrile illness: Pneumonia,461,129,112,13,3,6,31,40,127
01-01-01,Communicable disease: Acute febrile illness: Malaria,299,31,125,42,9,17,18,14,43
01-01-00,Communicable disease: Acute febrile illness: Unspecifiable,270,20,62,11,4,9,43,33,88
03-01-04,Non communicable disease: Cardiovascular disorder: Cerebro vascular disease,221,0,0,0,0,2,4,32,183
00-02-00,Unspecifiable: Specific information missing on VAQ,183,24,12,5,2,4,30,24,82
03-01-01,Non communicable disease: Cardiovascular disorder: Hypertension,163,0,0,0,0,3,5,24,131
01-04-01,Communicable disease: TB/AIDS: Pulmonary TB,153,2,10,5,1,8,45,40,42
01-05-00,Communicable disease: Diarrhoeal disease without fever,127,10,70,0,0,0,7,15,25
05-06-00,Causes specific to infancy: Neonatal sepsis,122,120,2,0,0,0,0,0,0
03-03-02,Non communicable disease: Gastro intestinal disorder: Liver cirrhosis,120,0,1,1,1,5,40,31,41
05-00-00,Causes specific to infancy: Unspecifiable,107,105,2,0,0,0,0,0,0
01-01-05,Communicable disease: Acute febrile illness: Diarrhoea with fever,103,9,37,0,1,2,13,10,31
03-01-02,Non communicable disease: Cardiovascular disorder: Congestive heart disease,102,1,0,0,1,3,6,13,78
01-01-02,Communicable disease: Acute febrile illness: Menigitis,98,4,18,4,2,11,30,14,15
03-01-03,Non communicable disease: Cardiovascular disorder: Ischaemic heart disease,93,0,0,0,0,0,6,18,69
03-05-01,Non communicable disease: Endocrine disorders: Diabetes,92,0,0,0,1,4,12,21,54
05-05-00,Causes specific to infancy: Birth injury/asphyxia,88,88,0,0,0,0,0,0,0
03-06-99,Non communicable disease: Neoplasm: Other specific unlisted,78,0,3,5,1,7,6,18,38
03-07-01,Non communicable disease: Genito urinary disorders: Kidney disorder,75,0,3,5,1,3,7,15,41
03-09-01,Non communicable disease: Nutritional disorder: Malnutrition,75,11,35,11,1,0,1,3,13
03-04-02,Non communicable disease: Central nervous system disorder: Epilepsy,72,0,5,4,2,17,26,11,7
03-03-03,Non communicable disease: Gastro intestinal disorder: Acute abdomen including obstruction,66,3,5,3,0,3,13,13,26
04-01-00,External cause: Transport,65,0,5,7,1,13,23,10,6
05-03-00,Causes specific to infancy: Prematurity/low birth weight,62,62,0,0,0,0,0,0,0
