evaluation,experiment,comparison,level,error_type,code,n_cases
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-99,69
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-06,68
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,03-05,63
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,00-04,38
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,99-00,29
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-99,26
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,00-03,26
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-09,24
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,01-03,24
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-02,22
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-04,18
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-05,18
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-08,18
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-03,17
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-05,13
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-06,13
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-00,8
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-02,8
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-02,7
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-03,7
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-00,6
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-07,5
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-08,5
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-01,4
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-01,3
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-00,3
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-06,3
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,04-04,2
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,02-01,2
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,00-01,1
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,01-00,1
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,false_positive_llm_extra_code_not_in_phy,05-09,1
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-01,773
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-04,772
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-01,432
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-03,176
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-06,163
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-05,163
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-03,111
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-05,97
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-06,96
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-08,71
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-04,70
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-09,59
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-01,57
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-03,54
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-02,46
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-05,45
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-05,32
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,03-07,29
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-08,24
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-02,18
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-03,17
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-04,16
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-06,12
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-04,10
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-05,7
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-03,5
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-01,4
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,02-02,4
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-04,4
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-08,4
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,01-07,3
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-07,3
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,05-00,2
EXP1 narrative-present sensitivity,EXP1,EXP1_pooled_any_type vs PHY_pooled_any_type,level2,true_positive_code_found_by_both,04-09,1
