cause_code,0
05-05,-16.33
02-04,11.56
01-01,3.81
05-08,2.69
05-00,-2.36
05-03,-2.07
04-09,1.3
05-06,-1.24
05-99,0.98
00-03,0.81
00-02,0.65
05-04,0.24
04-00,-0.2
02-03,-0.2
03-07,0.16
05-09,0.16
02-02,0.13
03-09,-0.07
03-03,-0.04
