cause_code,0
05-05,-8.12
02-04,6.64
05-00,-3.39
01-01,1.64
05-99,1.61
05-03,-1.37
05-06,-1.25
05-04,1.02
05-08,0.61
00-02,0.6
02-05,0.4
04-99,0.4
04-00,-0.2
01-99,0.2
01-05,0.2
04-09,0.2
05-09,0.2
03-07,0.2
04-06,0.2
03-09,0.2
02-02,0.0
02-03,0.0
03-03,0.0
