cause_code,0
05-05,-28.01
05-03,-17.83
05-00,14.15
05-08,8.75
01-01,7.27
02-04,6.54
04-09,6.05
05-06,-2.33
00-02,2.12
05-99,1.47
05-04,-1.22
04-99,0.98
01-04,0.49
03-09,0.42
04-00,-0.2
03-03,-0.2
02-03,-0.2
00-04,0.16
02-99,0.16
03-06,0.16
04-08,0.16
03-08,0.16
03-05,0.16
04-02,0.16
05-02,0.16
04-05,0.16
05-09,0.16
02-02,0.13
