stratum,va_type,level,experiment,null_model,n_simulations,n_reference,n_predicted,observed_csmf_accuracy,null_mean,null_sd,null_p2_5,null_p50,null_p97_5,observed_minus_null_mean,observed_percentile_vs_null,empirical_p_sim_ge_observed
va_type,infant,level1,EXP3,overall_physician_prior,1000,501,421,0.8966437670976337,0.17303357719714965,0.017088294875032023,0.13958194774346788,0.17290261282660335,0.2062232779097387,0.7236101899004841,1.0,0.000999000999000999
va_type,infant,level1,EXP3,stratum_physician_prior,1000,501,421,0.8966437670976337,0.9889363705463183,0.005335001748321379,0.975038836104513,0.9900190023752969,0.9965605700712589,-0.09229260344868462,0.0,1.0
va_type,infant,level1,EXP4,uniform_codes,1000,501,501,0.7884231536926148,0.24321399999999996,0.017511049107373344,0.20799999999999996,0.244,0.2759999999999999,0.5452091536926149,1.0,0.000999000999000999
va_type,infant,level1,EXP4,overall_physician_prior,1000,501,501,0.7884231536926148,0.174198,0.015421368765923947,0.14600000000000002,0.17399999999999993,0.20599999999999985,0.6142251536926149,1.0,0.000999000999000999
va_type,infant,level1,EXP4,stratum_physician_prior,1000,501,501,0.7884231536926148,0.9903699999999999,0.005018793509229911,0.978,0.992,0.998,-0.20194684630738502,0.0,1.0
va_type,infant,level2,EXP1,uniform_codes,1000,501,501,0.8083832335329342,0.35752599999999995,0.01971659372376649,0.31994999999999996,0.3579999999999999,0.3959999999999999,0.4508572335329342,1.0,0.000999000999000999
va_type,infant,level2,EXP1,overall_physician_prior,1000,501,501,0.8083832335329342,0.35769199999999995,0.02045393603929326,0.31999999999999995,0.3579999999999999,0.40004999999999996,0.4506912335329342,1.0,0.000999000999000999
va_type,infant,level2,EXP1,stratum_physician_prior,1000,501,501,0.8083832335329342,0.9624459999999999,0.012801912863825194,0.9339999999999999,0.964,0.982,-0.15406276646706574,0.0,1.0
va_type,infant,level2,EXP2,uniform_codes,1000,501,499,0.49866999467997875,0.35942368737474945,0.019695772225846012,0.3208496993987975,0.3590020040080161,0.39921252505010024,0.1392463073052293,1.0,0.000999000999000999
va_type,infant,level2,EXP2,overall_physician_prior,1000,501,499,0.49866999467997875,0.358881390781563,0.020867822599773003,0.3209622244488978,0.3591783567134269,0.39948226452905794,0.13978860389841574,1.0,0.000999000999000999
